surah_number,surah_name,ayah_number,text_latin,text_arabic_script
2,Al-Baqara,60,"(Ftakru wkoll) meta Mosc talab l-ilma għal niesu. Aħna għedna (il Mosc): ''Olqot il-blata bil-ħatar: tiegħekt' Minnha ħargu jgelglu tnax-il għajn. Kull gemgħa kienet taf minn fejn tixrob. (U għedna): 'Kulu u ixorbu mill-gid ta' Alla, u la tagħmlux ħazen fl-art bil-ħsara tagħkoml",(فتاكرو وكولل) مېتا موسى تالاب ل-يلما عال نيهسو. احنا عېدنا (يل موسى): ''ولقوت يل-بلاتا بيل-حاتار: تيهعېكت' ميننها حارگو يگېلگلو تناش-يل عاين. كولل گېمعا كيهنېت تاف مينن فېين تيشروب. (و عېدنا): 'كولو و يشوربو ميلل-گيد تا' الله، و لا تاعملوش حازېن فل-ارت بيل-حسارا تاعكومل
2,Al-Baqara,61,"U meta għedtu: 'Ja Mosc, mhux se jkollna sabar (inzommu) fuq ikel wieħed. Mela itlob lil Sidek għalina biex joħorgilna minn dak li tnibbet l-art: il-ħaxix, il-ħjar, it-tewm, l-għads u l-basal tagħhaf' Huwa qal: ''Jaqaw tridu tibdlu dak li huwa aħjar ma' dak li hu inqas tajjeb Inzlu f'kull belt u ssibu li tlabtu;' It-tkasbir u l-għaks waqgħu fuqhom, u gibdu fuqhom għadab minn Alla talli kienu jicħdu s-sinjali u r-Rivelazzjoni ta' Alla; u kienu joqtlu lill-Profeti mingħajr ħaqq. Dan għaliex m'obdewx (lil Alla) u kienu jagħmlu l-ħazen",و مېتا عېدتو: 'يا موسى، مهوش سې يكوللنا سابار (ينزوممو) فوق يكېل ويهحېد. مېلا يتلوب ليل سيدېك عالينا بيهش يوحورگيلنا مينن داك لي تنيببېت ل-ارت: يل-حاشيش، يل-حيار، يت-تېوم، ل-عادس و ل-باسال تاعهاف' هووا قال: ''ياقاو تريدو تيبدلو داك لي هووا احيار ما' داك لي هو ينقاس تاييېب ينزلو ف'كولل بېلت و سسيبو لي تلابتو؛' يت-تكاسبير و ل-عاكس واقعو فوقهوم، و گيبدو فوقهوم عاداب مينن الله تاللي كيهنو ييكحدو س-سينيالي و ر-ريڤېلاززيوني تا' الله؛ و كيهنو يوقتلو ليلل-پروفېتي مينعاير حاقق. دان عاليهش م'وبدېوش (ليل الله) و كيهنو ياعملو ل-حازېن
2,Al-Baqara,62,"Tabilħaqq li dawk li emmnu (il-Misilmin), il-Lhud, l- Insara u s-Sabijin 7' kulmin jemmen f'Alla u fl-Aħħar Jum, u jagħmel. il-gid, għandhom ħlashom għand Sidhom. Ebda biza' ma hemm fuqhom, u lanqas jitnikktu",تابيلحاقق لي داوك لي ېممنو (يل-ميسيلمين)، يل-لهود، ل- ينسارا و س-سابييين 7' كولمين يېممېن ف'الله و فل-اححار يوم، و ياعمېل. يل-گيد، عاندهوم حلاسهوم عاند سيدهوم. ېبدا بيزا' ما هېمم فوقهوم، و لانقاس ييتنيككتو
2,Al-Baqara,63,"(Ftakru, ja Wlied Israel) meta dħalna f'rabta magħkom u għollejna fuqkom il-muntanja (Sina; u għednielkom): SZommu bil-qawwa ma' dak li tajniekom u flakru f'li fih, biex forsi tibzgħu minn Alla",(فتاكرو، يا وليهد يسراېل) مېتا دحالنا ف'رابتا ماعكوم و عوللېينا فوقكوم يل-مونتانيا (سينا؛ و عېدنيهلكوم): سزوممو بيل-قاووا ما' داك لي تاينيهكوم و فلاكرو ف'لي فيه، بيهش فورسي تيبزعو مينن الله
2,Al-Baqara,64,"Imbagħad wara dan tajtu daharkom (u ma tajtx widen), u li ma kienx għat-tjieba u l-ħniena ta' Alla fuqkom. kontu tkunu mit-telliefa",يمباعاد وارا دان تايتو داهاركوم (و ما تايتش ويدېن)، و لي ما كيهنش عات-تييهبا و ل-حنيهنا تا' الله فوقكوم. كونتو تكونو ميت-تېلليهفا
2,Al-Baqara,65,"Intom tassew tafu (x'gara) lil dawk fostkom li kisru s- Sibt, Aħna għednielhom: ''Kunu xadini mkasbraf",ينتوم تاسسېو تافو (ش'گارا) ليل داوك فوستكوم لي كيسرو س- سيبت، احنا عېدنيهلهوم: ''كونو شاديني مكاسبراف
2,Al-Baqara,66,"Dan (il-kastig) għamilnieh ezempju (b'tagħlima) għal dawk ta' zmienhom u għal ta' warajhom, u twissija lil dawk li jibzgħu minn Alla",دان (يل-كاستيگ) عاميلنيهه ېزېمپيو (ب'تاعليما) عال داوك تا' زميهنهوم و عال تا' وارايهوم، و تويسسييا ليل داوك لي ييبزعو مينن الله
2,Al-Baqara,67,U (ftakru) meta Mosc qal lil niesu: ''Tassew Alla jamrilkom toqtlu baqra'' Huma qalu: SJaqaw trid twaqqagħna għac-cajtf' Qal: 'Alla ħares inkun mill- injuranti,و (فتاكرو) مېتا موسى قال ليل نيهسو: ''تاسسېو الله يامريلكوم توقتلو باقرا'' هوما قالو: سياقاو تريد تواققاعنا عاك-كايتف' قال: 'الله حارېس ينكون ميلل- ينيورانتي
2,Al-Baqara,68,"Huma qalu: ''Itlob lil Sidek għalina biex jurina bic-car X'inhil' Qal(ilkom Mose): 'Huwa tabilħaqq jgħid (hekk): Hija. baqra li la tkun xiħa u lanqas. zgħira, izda bejniethom. Għalhekk agħmlu kif intom ordnati",هوما قالو: ''يتلوب ليل سيدېك عالينا بيهش يورينا بيك-كار ش'ينهيل' قال(يلكوم موسې): 'هووا تابيلحاقق يعيد (هېكك): هييا. باقرا لي لا تكون شيحا و لانقاس. زعيرا، يزدا بېينيهتهوم. عالهېكك اعملو كيف ينتوم وردناتي
2,Al-Baqara,69,"(Huma qalu: 'Itlob lil Sidek għalina biex jurina bic-car il-lewn tagħhaf' Qal/izom Mosc): Huwa. tabilħaqq jgħid (hekk): Hija baqra ta' lewn isfar jgħajjat, tgħaxxaq lil dawk li jħarsu (/ejha)",(هوما قالو: 'يتلوب ليل سيدېك عالينا بيهش يورينا بيك-كار يل-لېون تاعهاف' قال/يزوم موسى): هووا. تابيلحاقق يعيد (هېكك): هييا باقرا تا' لېون يسفار يعاييات، تعاششاق ليل داوك لي يحارسو (/ېيها)
2,Al-Baqara,70,"Huma qalu: Itlob lil Sidek għalina biex jurina bic-car x'inhil Tabilħaqq li għalina l-baqar kollu jixxiebah. Jekk Alla jrid, inkunu mmexxija fis-sewwa",هوما قالو: يتلوب ليل سيدېك عالينا بيهش يورينا بيك-كار ش'ينهيل تابيلحاقق لي عالينا ل-باقار كوللو ييششيهباه. يېكك الله يريد، ينكونو ممېششييا فيس-سېووا
2,Al-Baqara,71,"(Qalfilhom Mosc): 'Huwa tabilħaqq jgħid: Hija baqra li ma hijiex imdorrija taħrat l-art, u lanqas tisqi r-raba': sħiħa u (il-gilda tagħha) bla tebgħa'' Huma qalu: ''Inti issa gejt bis-sewwal' U (fl-aħħar) qatluha, għalkemm fuq qalbhom",(قالفيلهوم موسى): 'هووا تابيلحاقق يعيد: هييا باقرا لي ما هيييهش يمدوررييا تاحرات ل-ارت، و لانقاس تيسقي ر-رابا': سحيحا و (يل-گيلدا تاعها) بلا تېبعا'' هوما قالو: ''ينتي يسسا گېيت بيس-سېووال' و (فل-اححار) قاتلوها، عالكېمم فوق قالبهوم
2,Al-Baqara,72,U (ftakru) meta qtiltu bniedem u tlewwimtu dwar (min kien ħati ta' dan il-qtil). Izda Alla ħareg fil-beraħ dak li kontu qegħdin taħbu,و (فتاكرو) مېتا قتيلتو بنيهدېم و تلېوويمتو دوار (مين كيهن حاتي تا' دان يل-قتيل). يزدا الله حارېگ فيل-بېراح داك لي كونتو قېعدين تاحبو
2,Al-Baqara,73,"U għedna; 'Olqtuh b'bicca minnhal' Hekk Alla jagħti l-ħajja lill-mejtin, u jurikom is-sinjali tiegħu forsi. (fl- aħħar) tithmu",و عېدنا؛ 'ولقتوه ب'بيككا ميننهال' هېكك الله ياعتي ل-حاييا ليلل-مېيتين، و يوريكوم يس-سينيالي تيهعو فورسي. (فل- اححار) تيتهمو
2,Al-Baqara,74,"Wara dan (is-sinjal ta' l-għageb). qlubkom ibbiesu u saru bħall-gebel, jew aktar fl-ebusija. Għaliex hemm xi gebel li minnu jgelglu x-xmajjar, gebel ieħor jixxaqqaq u joħrog l-ilma minnu, u (gebel) ieħor li tabilħaqq jaqa' (minn fuq il-muntanji) bil-biza' ta' Alla. Alla ma jaqbizlu xejn minn dak li tagħmlu",وارا دان (يس-سينيال تا' ل-عاگېب). قلوبكوم يببيهسو و سارو بحالل-گېبېل، يېو اكتار فل-ېبوسييا. عاليهش هېمم شي گېبېل لي ميننو يگېلگلو ش-شماييار، گېبېل يهحور ييششاققاق و يوحروگ ل-يلما ميننو، و (گېبېل) يهحور لي تابيلحاقق ياقا' (مينن فوق يل-مونتانيي) بيل-بيزا' تا' الله. الله ما ياقبيزلو شېين مينن داك لي تاعملو
2,Al-Baqara,75,"Jaqaw (intom li emmintu) tittamaw li (il-Lhud) jemmnu bħalkom, meta gemgħa minnhom kienet tisma' Kliem Alla (fit-Tora) u mbagħad kienet tgħawgu wara li fehmitu u kienet taf (x'qiegħda tagħmel)",ياقاو (ينتوم لي ېممينتو) تيتتاماو لي (يل-لهود) يېممنو بحالكوم، مېتا گېمعا ميننهوم كيهنېت تيسما' كليهم الله (فيت-تورا) و مباعاد كيهنېت تعاوگو وارا لي فېهميتو و كيهنېت تاف (ش'قيهعدا تاعمېل)
2,Al-Baqara,76,"U meta (il-Lhud ta' wicc b'ieħor kienu) jiltaqgħu ma' dawk li jemmnu (il-Misilmin, kienu) jgħidu: 'Emminnaf' Izda meta jkunu waħidhom, bejniethom jgħidu: 'Jaqaw se tgħarrfuhom (lill-Misilmin) b'dak li Alla wriekom (fit- Tora dwar Muħammad) biex. (imbagħad) iħaqquha magħkom dwaru quddiem Sidkom' Mela ma għandkomx għaqal (biex tifhrmu)",و مېتا (يل-لهود تا' ويكك ب'يهحور كيهنو) ييلتاقعو ما' داوك لي يېممنو (يل-ميسيلمين، كيهنو) يعيدو: 'ېممينناف' يزدا مېتا يكونو واحيدهوم، بېينيهتهوم يعيدو: 'ياقاو سې تعاررفوهوم (ليلل-ميسيلمين) ب'داك لي الله وريهكوم (فيت- تورا دوار محمد) بيهش. (يمباعاد) يحاققوها ماعكوم دوارو قودديهم سيدكوم' مېلا ما عاندكومش عاقال (بيهش تيفهرمو)
2,Al-Baqara,77,Mela dawn ma jafux li Alla jaf b'dak li jaħbu u b'dak li jikxfu,مېلا داون ما يافوش لي الله ياف ب'داك لي ياحبو و ب'داك لي ييكشفو
2,Al-Baqara,78,"Fosthom hemm dawk bla tagħlim, li ma jafux dwar il- Ktieb (it-Tora) ħlief dak li jixtiequ huma, u ma humiex ħlief jistħajlu",فوستهوم هېمم داوك بلا تاعليم، لي ما يافوش دوار يل- كتيهب (يت-تورا) حليهف داك لي ييشتيهقو هوما، و ما هوميهش حليهف ييستحايلو
2,Al-Baqara,79,"Ħazin għal dawk li jiktbu l-ktieb b'idejhom u mbagħad jgħidu: 'Dan mingħand Alla,' biex ibigħuh bi prezz irħis. Ħazin. għalihom ta' dak li kitbu idejhom, u ħazin għalihom ta' dak li jiksbu (xinu dan ix-xogħol qarrieq)",حازين عال داوك لي ييكتبو ل-كتيهب ب'يدېيهوم و مباعاد يعيدو: 'دان مينعاند الله،' بيهش يبيعوه بي پرېزز يرحيس. حازين. عاليهوم تا' داك لي كيتبو يدېيهوم، و حازين عاليهوم تا' داك لي ييكسبو (شينو دان يش-شوعول قارريهق)
2,Al-Baqara,80,U qalu (il-Lhud): ''In-Nar ma huwiex se jmissna għajr għal xi jiem. magħduda'' Għidfilhom. Muħammad): 'Jaqaw ħadtu xi wegħda mingħand Alla' Alla ma huwiex se jikser il-wegħda tiegħul Jew qegħdin tgħidu dwar Alla dak li ma tafux,و قالو (يل-لهود): ''ين-نار ما هوويهش سې يميسسنا عاير عال شي ييهم. ماعدودا'' عيدفيلهوم. محمد): 'ياقاو حادتو شي وېعدا مينعاند الله' الله ما هوويهش سې ييكسېر يل-وېعدا تيهعول يېو قېعدين تعيدو دوار الله داك لي ما تافوش
2,Al-Baqara,81,"Le (mhux kif qegħdin jgħidu)l Min jikseb il-ħazen, u l- ħtija tiegħu tagħlaq madwaru (u wa jibqax fit-triq tas- salvazzjoni) dawk huma nies in-Nar, u fih jgħammru għal dejjem",لې (مهوش كيف قېعدين يعيدو)ل مين ييكسېب يل-حازېن، و ل- حتييا تيهعو تاعلاق مادوارو (و وا ييبقاش فيت-تريق تاس- سالڤاززيوني) داوك هوما نيهس ين-نار، و فيه يعاممرو عال دېييېم
2,Al-Baqara,82,"U dawk li-jemmnu u jagħmlu għemejjel tajba, dawk huma nies il-Genna, u fiha jgħammru għal dejjem",و داوك لي-يېممنو و ياعملو عېمېييېل تايبا، داوك هوما نيهس يل-گېننا، و فيها يعاممرو عال دېييېم
2,Al-Baqara,83,"(Ftakru) meta dħalna f'rabta ma' Wlied Israel (u għednielhom): ''La tqimux għajr lil- Alla, u uru tjubija mal-genituri, mal-qraba, ma' l-iltiema u mal-fqar, u kellmu tajjeb lin-nies, agħmlu t-talb u agħtu l-karital' Imbagħad tajtu daharkom, ħlief għal ftit minnkom, u ma tajtux widen",(فتاكرو) مېتا دحالنا ف'رابتا ما' وليهد يسراېل (و عېدنيهلهوم): ''لا تقيموش عاير ليل- الله، و ورو تيوبييا مال-گېنيتوري، مال-قرابا، ما' ل-يلتيهما و مال-فقار، و كېللمو تاييېب لين-نيهس، اعملو ت-تالب و اعتو ل-كاريتال' يمباعاد تايتو داهاركوم، حليهف عال فتيت ميننكوم، و ما تايتوش ويدېن
2,Al-Baqara,84,"U (ftakru) meta dħalna f'rabta; magħkom (u għednielkom): 'La xxerrdux demmkom, u la toħorgux lil xulxin minn djarkom;' imbagħad qbiltu (ma' dan l- amar); u intom tixhdu (għal dan)",و (فتاكرو) مېتا دحالنا ف'رابتا؛ ماعكوم (و عېدنيهلكوم): 'لا ششېرردوش دېممكوم، و لا توحورگوش ليل شولشين مينن دياركوم؛' يمباعاد قبيلتو (ما' دان ل- امار)؛ و ينتوم تيشهدو (عال دان)
2,Al-Baqara,85,"Imbagħad (minkejja l-wegħda tagħkom) intom toqtlu lil xulxin, u toħorgu minn djarhom. lil gemgħa minn fostkom, (filwaqt li) tgħinu lil (ħaddieħor) kontrihom bil- ħtija u bl-aggressjoni. U meta jigu għandkom bħala Isiera, intom. tifduhom; għalkemm ma jiswiex. li toħorguhom (minn djarhom). Jaqaw intom temmnu biss f'taqsima mill-Ktieb u ma temmnux f'taqsima (oħra) 7 U xi jkun il-ħlas għal dawk fostkom li jagħmlu hekk, jekk mhux għajb f'din il-ħajja, u f'Jum il-Qawmien jintbagħtu għall-eqqel kastig' Alla ma jaqbizlu xejn minn dak li tagħmlu",يمباعاد (مينكېييا ل-وېعدا تاعكوم) ينتوم توقتلو ليل شولشين، و توحورگو مينن ديارهوم. ليل گېمعا مينن فوستكوم، (فيلواقت لي) تعينو ليل (حادديهحور) كونتريهوم بيل- حتييا و بل-اگگرېسسيوني. و مېتا ييگو عاندكوم بحالا يسيهرا، ينتوم. تيفدوهوم؛ عالكېمم ما ييسويهش. لي توحورگوهوم (مينن ديارهوم). ياقاو ينتوم تېممنو بيسس ف'تاقسيما ميلل-كتيهب و ما تېممنوش ف'تاقسيما (وحرا) 7 و شي يكون يل-حلاس عال داوك فوستكوم لي ياعملو هېكك، يېكك مهوش عايب ف'دين يل-حاييا، و ف'يوم يل-قاوميهن يينتباعتو عالل-ېققېل كاستيگ' الله ما ياقبيزلو شېين مينن داك لي تاعملو
2,Al-Baqara,86,"Dawk humarli jixtru l-ħajja ta' din id-dinja bi (prezz) il- Ħajja l-Oħra. Ma huwiex se jitħaffilhom il-kastig, u lanqas ikunu megħjunin",داوك هومارلي ييشترو ل-حاييا تا' دين يد-دينيا بي (پرېزز) يل- حاييا ل-وحرا. ما هوويهش سې ييتحاففيلهوم يل-كاستيگ، و لانقاس يكونو مېعيونين
2,Al-Baqara,87,"Aħna tassew tajna lil Mosc l-Ktieb (it-Tora) u warajh bgħatna (għadd ta') Mibgħutin. Lil Gesti bin. Marija tajnieh sinjali cari u qawwejnieh b'ruħ il-qodos (l-anglu Gabrijel). Jaqaw kull darba li jigikom Mibgħut b'dak li ma tixtiqux, toqogħdu titkabbru, u lil uħud minnhom (mill-Mibgħutin) tgiddbuhom, u lil oħrajn toqtluhom",احنا تاسسېو تاينا ليل موسى ل-كتيهب (يت-تورا) و وارايه بعاتنا (عادد تا') ميبعوتين. ليل گېستي بين. مارييا تاينيهه سينيالي كاري و قاووېينيهه ب'روح يل-قودوس (ل-انگلو گابرييېل). ياقاو كولل داربا لي ييگيكوم ميبعوت ب'داك لي ما تيشتيقوش، توقوعدو تيتكاببرو، و ليل وحود ميننهوم (ميلل-ميبعوتين) تگيددبوهوم، و ليل وحراين توقتلوهوم
2,Al-Baqara,88,(Il-Lhud) qalu: Qlubna (mimlija. bl-għerf u) magħluqa.' Izda Alla seħethom għaliex m'emmnux. Ftit huwa twemminhom,(يل-لهود) قالو: قلوبنا (ميملييا. بل-عېرف و) ماعلوقا.' يزدا الله سېحېتهوم عاليهش م'ېممنوش. فتيت هووا توېممينهوم
2,Al-Baqara,89,"U meta giehom Ktieb mingħand Alla (il-Qoran). li jseddaq dak li diga għandhom (it-Tora) għalkemm qabel kienu jitolbu r-rebħa fuq dawk li m'emmnux meta giehom dak li kienu jafu (li kien is-sewwa, jigifieri Muħammad), huma m'emmnuhx. Mela s-saħta ta' Alla fuq dawk li m'emmnuxi",و مېتا گيههوم كتيهب مينعاند الله (يل-قرآن). لي يسېدداق داك لي ديگا عاندهوم (يت-تورا) عالكېمم قابېل كيهنو ييتولبو ر-رېبحا فوق داوك لي م'ېممنوش مېتا گيههوم داك لي كيهنو يافو (لي كيهن يس-سېووا، ييگيفيهري محمد)، هوما م'ېممنوهش. مېلا س-ساحتا تا' الله فوق داوك لي م'ېممنوشي
