surah_number,surah_name,ayat_number,text_latin,text_arabic,source_status,publishable
2,Bakara,54,"Musa öz kowumyna: «Eý, kowumym! Takyk, siz göläni (hudaý) edinmek bilen, özüňize zulum etdiňiz. Indi siz öz Ýaradanyňyza toba edip, öz nebisleriňizi (erbet duýgularyňyzy) öldüriň! Bu Ýaradanyňyzyň ýanynda siziň üçin iň haýyrlysydyr. (Belki) Ol siziň tobaňyzy kabul eder. Takyk, Ol (Alla) tobalary kabul edýändir, Rehim-şepagatlydyr» diýdi.",مۇسا ئۆز کووۇمینا: «ئەی، کووۇمیم! تاکیک، سیز گۆلەنی (ھۇدای) ئەدینمەک بیلەن، ئۆزۈڭیزە زۇلۇم ئەتدیڭیز۔ ئیندی سیز ئۆز یارادانیڭیزا توبا ئەدیپ، ئۆز نەبیسلەریڭیزی (ئەربەت دۇیگۇلاریڭیزی) ئۆلدۈریڭ! بۇ یارادانیڭیزیڭ یانیندا سیزیڭ ئۈچین ئیڭ ھاییرلیسیدیر۔ (بەلکی) ئول سیزیڭ توباڭیزی کابۇل ئەدەر۔ تاکیک، ئول (الله) توبالاری کابۇل ئەدیەندیر، رەھیم-شەپاگاتلیدیر» دییدی۔,OK,True
2,Bakara,55,"Siz: «Eý, Musa! Biz, tä Allany äşgär görýänçäk, saňa hiç haçan iman getirjek däl» diýen wagtyňyz, gözüňiziň alnynda sizi ýyldyrym urdy.",سیز: «ئەی، مۇسا! بیز، تە الله‌نی ئەشگەر گۆریەنچەک، ساڭا ھیچ ھاچان ئیمان گەتیرجەک دەل» دییەن واگتیڭیز، گۆزۈڭیزیڭ النیندا سیزی ییلدیریم ئۇردی۔,OK,True
2,Bakara,56,"Siziň şükür etmegiňiz üçin (ýyldyrym urandan) soň, Biz sizi (täzeden) direltdik.",سیزیڭ شۈکۈر ئەتمەگیڭیز ئۈچین (ییلدیریم ئۇراندان) سوڭ، بیز سیزی (تەزەدەن) دیرەلتدیک۔,OK,True
2,Bakara,57,"Bulutlary siziň üstüňize kölege etdik. Size menne (şepbeşik halwa) we bedene (etini) inderip: «Size rysgal edip beren halal zatlarymyzdan iýiň» (diýdik). Emma olar, bize däl-de, özlerine zulum edýärdiler.",بۇلۇتلاری سیزیڭ ئۈستۈڭیزە کۆلەگە ئەتدیک۔ سیزە مەننە (شەپبەشیک ھالوا) وە بەدەنە (ئەتینی) ئیندەریپ: «سیزە رزق ئەدیپ بەرەن ھالال زاتلاریمیزدان ئیییڭ» (دییدیک)۔ ئەمما ئولار، بیزە دەل-دە، ئۆزلەرینە زۇلۇم ئەدیەردیلەر۔,OK,True
2,Bakara,58,"Biz (ysraýyl ogullaryna): «Siz bu oba (şähere) giriň, ol ýerdäki (iýilýän zatlardan) isleýşiňiz bol edip iýiň! Soň hem sežde edip: («Eý, Perwerdigärimiz!) Biziň günälerimizi bagyşla!» diýip gapydan giriň. Biz (hem) siziň hatalaryňyzy (günäleriňizi) bagyşlarys we ýagşylyk edýänleriň (sogaplaryny) hökman köpeldip bereris» diýipdik.",بیز (یسراییل ئوگۇللارینا): «سیز بۇ ئوبا (شەھەرە) گیریڭ، ئول یەردەکی (ئیییلیەن زاتلاردان) ئیسلەیشیڭیز بول ئەدیپ ئیییڭ! سوڭ ھەم سەژدە ئەدیپ: («ئەی، پەروەردیگەریمیز!) بیزیڭ گۈنەلەریمیزی باگیشلا!» دیییپ گاپیدان گیریڭ۔ بیز (ھەم) سیزیڭ ھاتالاریڭیزی (گۈنەلەریڭیزی) باگیشلاریس وە یاگشیلیک ئەدیەنلەریڭ (سوگاپلارینی) ھۆکمان کۆپەلدیپ بەرەریس» دیییپدیک۔,OK,True
2,Bakara,59,"Emma zulum edenler özlerine aýdylanlary başga sözler bilen üýtgetdiler. Biz hem zulum edenlere, boýun egmekden dänendikleri sebäpli, asmandan gorkunç azap inderdik.",ئەمما زۇلۇم ئەدەنلەر ئۆزلەرینە ایدیلانلاری باشگا سۆزلەر بیلەن ئۈیتگەتدیلەر۔ بیز ھەم زۇلۇم ئەدەنلەرە، بویۇن ئەگمەکدەن دەنەندیکلەری سەبەپلی، اسماندان گورکۇنچ ازاپ ئیندەردیک۔,OK,True
2,Bakara,60,"Musa (çölde) öz kowumy üçin suw dilände, Biz oňa: «Hasaň bilen daşa",مۇسا (چۆلدە) ئۆز کووۇمی ئۈچین سۇو دیلەندە، بیز ئوڭا: «ھاساڭ بیلەن داشا,OK,True
2,Bakara,61,"(Eý, ysraýyl ogullary!) Siz: «Eý, Musa! Biz hiç haçan bir tagam bilen (çäklenip) sabyr edip bilmeris. Sen biziň üçin Perwerdigäriňe ýüz tut! (Goý), Ol bize ýeriň bitirýän gök otlaryndan, hyýaryndan, sarymsagyndan, merjimeginden, soganyndan çykaryp bersin!» diýeniňizde, Musa size: «Siz haýyrly zady pes (zada) çalyşmak (isleýärsiňizmi)? Siz şähere iniň (gidiň), takyk (ol ýerde), siziň islän zatlaryňyz bardyr» diýdi. (Mundan soň) olara peslik we misginlik (tagmasy) uruldy. Olar Allanyň gazabyna duçar boldular. Bu olaryň Allanyň aýatlaryny inkär edip, pygamberleri nähak ýere öldürendikleri (sebäplidir). Bu (bolsa) olaryň asy bolandyklary we çäkden çykandyklary sebäpli boldy.",(ئەی، یسراییل ئوگۇللاری!) سیز: «ئەی، مۇسا! بیز ھیچ ھاچان بیر تاگام بیلەن (چەکلەنیپ) سابیر ئەدیپ بیلمەریس۔ سەن بیزیڭ ئۈچین پەروەردیگەریڭە یۈز تۇت! (گوی)، ئول بیزە یەریڭ بیتیریەن گۆک ئوتلاریندان، ھییاریندان، ساریمساگیندان، مەرجیمەگیندەن، سوگانیندان چیکاریپ بەرسین!» دییەنیڭیزدە، مۇسا سیزە: «سیز ھاییرلی زادی پەس (زادا) چالیشماک (ئیسلەیەرسیڭیزمی)؟ سیز شەھەرە ئینیڭ (گیدیڭ)، تاکیک (ئول یەردە)، سیزیڭ ئیسلەن زاتلاریڭیز باردیر» دییدی۔ (مۇندان سوڭ) ئولارا پەسلیک وە میسگینلیک (تاگماسی) ئۇرۇلدی۔ ئولار الله‌ڭ گازابینا دۇچار بولدۇلار۔ بۇ ئولاریڭ الله‌ڭ ایاتلارینی ئینکەر ئەدیپ، پیگامبەرلەری نەھاک یەرە ئۆلدۈرەندیکلەری (سەبەپلیدیر)۔ بۇ (بولسا) ئولاریڭ اسی بولاندیکلاری وە چەکدەن چیکاندیکلاری سەبەپلی بولدی۔,OK,True
2,Bakara,62,"Takyk, iman getiren ýahudylardan, nasranylardan we sabylardan Alla we ahyret gününe ynanyp, ýagşy işleri edýänler üçin özleriniň Perwerdigäriniň ýanynda sylaglar bardyr. Olara hiç hili gorky-howp ýokdur we olar gamgyn hem bolmazlar.",تاکیک، ئیمان گەتیرەن یاھۇدیلاردان، ناسرانیلاردان وە سابیلاردان الله وە اھیرەت گۈنۈنە ینانیپ، یاگشی ئیشلەری ئەدیەنلەر ئۈچین ئۆزلەرینیڭ پەروەردیگەرینیڭ یانیندا سیلاگلار باردیر۔ ئولارا ھیچ ھیلی گورکی-ھووپ یوکدۇر وە ئولار گامگین ھەم بولمازلار۔,OK,True
2,Bakara,63,"(Eý, ysraýyl ogullary!) Biz sizden (Töwrata uýjakdygyňyz barada) ähtipeýman alypdyk. (Soň siz bu lebziňizi ýuwdandygyňyz üçin) Tur (dagyny) siziň üstüňize galdyryp: «Takwalardan bolmagyňyz üçin size beren zadymyza (Töwrata) mäkäm ýapyşyň we onuň içindäkileri ýat tutuň (amal ediň)!» diýipdik.",(ئەی، یسراییل ئوگۇللاری!) بیز سیزدەن (تۆوراتا ئۇیجاکدیگیڭیز بارادا) ئەھتیپەیمان الیپدیک۔ (سوڭ سیز بۇ لەبزیڭیزی یۇوداندیگیڭیز ئۈچین) تۇر (داگینی) سیزیڭ ئۈستۈڭیزە گالدیریپ: «تاکوالاردان بولماگیڭیز ئۈچین سیزە بەرەن زادیمیزا (تۆوراتا) مەکەم یاپیشیڭ وە ئونۇڭ ئیچیندەکیلەری یات تۇتۇڭ (امال ئەدیڭ)!» دیییپدیک۔,OK,True
2,Bakara,64,"Soň munuň (Töwraty kabul edişiňiziň) yzyndan siz (beren ähti-peýmanyňyzdan) dändiňiz. Eger size Allanyň pazly-keremi we merhemeti bolmasady, elbetde, siz zyýan çekenlerden bolardyňyz.",سوڭ مۇنۇڭ (تۆوراتی کابۇل ئەدیشیڭیزیڭ) یزیندان سیز (بەرەن ئەھتی-پەیمانیڭیزدان) دەندیڭیز۔ ئەگەر سیزە الله‌ڭ پازلی-کەرەمی وە مەرھەمەتی بولماسادی، ئەلبەتدە، سیز زییان چەکەنلەردەن بولاردیڭیز۔,OK,True
2,Bakara,65,"Kasam bolsun! Siz öz içiňizden şenbe güni azgynçylyk edendikleri üçin (Biziň olara): «Betnyşan maýmynlara öwrüliň!» diýendigimizi, elbetde, bilýänsiňiz.",کاسام بولسۇن! سیز ئۆز ئیچیڭیزدەن شەنبە گۈنی ازگینچیلیک ئەدەندیکلەری ئۈچین (بیزیڭ ئولارا): «بەتنیشان مایمینلارا ئۆورۈلیڭ!» دییەندیگیمیزی، ئەلبەتدە، بیلیەنسیڭیز۔,OK,True
2,Bakara,66,"Biz muny şol wagt görenlere (ýaşaýanlara) we olaryň yzlaryndan geljeklere ybrat dersi, takwalara bolsa öwüt-nesihat bolmagy üçin etdik.",بیز مۇنی شول واگت گۆرەنلەرە (یاشایانلارا) وە ئولاریڭ یزلاریندان گەلجەکلەرە یبرات دەرسی، تاکوالارا بولسا ئۆوۈت-نەسیھات بولماگی ئۈچین ئەتدیک۔,OK,True
2,Bakara,67,"Musa öz kowumyna: «Takyk, Alla siziň bir sygryň damagyny çalmagyňyzy",مۇسا ئۆز کووۇمینا: «تاکیک، الله سیزیڭ بیر سیگریڭ داماگینی چالماگیڭیزی,OK,True
2,Bakara,68,"Olar: «Sen biziň üçin Perwerdigäriňe ýüz tut! (Goý), Ol bize onuň (sygryň) nähilidigini beýän etsin!» diýdiler. Ol (Musa): «Takyk, Ol (Alla): «Ol ne-hä garry sygyr, ne-de ýaş göle (bolsun), bularyň arasynda ortaçarak bolsun» diýýär. (Indi) siz özüňize emir edilen zady berjaý ediň!» diýdi.",ئولار: «سەن بیزیڭ ئۈچین پەروەردیگەریڭە یۈز تۇت! (گوی)، ئول بیزە ئونۇڭ (سیگریڭ) نەھیلیدیگینی بەیەن ئەتسین!» دییدیلەر۔ ئول (مۇسا): «تاکیک، ئول (الله): «ئول نە-ھە گارری سیگیر، نە-دە یاش گۆلە (بولسۇن)، بۇلاریڭ اراسیندا ئورتاچاراک بولسۇن» دیییەر۔ (ئیندی) سیز ئۆزۈڭیزە ئەمیر ئەدیلەن زادی بەرجای ئەدیڭ!» دییدی۔,OK,True
2,Bakara,69,"Olar: «Sen biziň üçin Perwerdigäriňe ýüz tut! (Goý), Ol bize onuň reňkiniň nähiligini beýan etsin!» diýdiler. Ol (Musa): «Takyk Ol (Alla): «Ol görenleri şat edýän ýalpyldap duran sary reňkli sygyr bolsun» diýýär» diýdi.",ئولار: «سەن بیزیڭ ئۈچین پەروەردیگەریڭە یۈز تۇت! (گوی)، ئول بیزە ئونۇڭ رەڭکینیڭ نەھیلیگینی بەیان ئەتسین!» دییدیلەر۔ ئول (مۇسا): «تاکیک ئول (الله): «ئول گۆرەنلەری شات ئەدیەن یالپیلداپ دۇران ساری رەڭکلی سیگیر بولسۇن» دیییەر» دییدی۔,OK,True
2,Bakara,70,"Olar: «Sen biziň üçin Perwerdigäriňe ýüz tut! (Goý), Ol bize onuň (sygryň) nähilidigini beýän etsin!» diýdiler. Sebäbi biziň (göwnümize) ol sygyr (beýlekilere hem) meňzeş ýaly bolup dur. Alla halasa, elbetde, biz dogrusyny taparys» diýdiler.",ئولار: «سەن بیزیڭ ئۈچین پەروەردیگەریڭە یۈز تۇت! (گوی)، ئول بیزە ئونۇڭ (سیگریڭ) نەھیلیدیگینی بەیەن ئەتسین!» دییدیلەر۔ سەبەبی بیزیڭ (گۆونۈمیزە) ئول سیگیر (بەیلەکیلەرە ھەم) مەڭزەش یالی بولۇپ دۇر۔ الله ھالاسا، ئەلبەتدە، بیز دوگرۇسینی تاپاریس» دییدیلەر۔,OK,True
2,Bakara,71,"(Musa) olara: «Ol (Alla): «Ol (sygyr) heniz (boýuntyryk dakylyp) ýer sürüp, ekin suwaryp horluk görmedik, hiç hili kemçiligi bolmadyk, reňkinde hiç tegmili bolmadyk bir sygyr (bolsun)» diýýär» diýdi. Olar: «Sen şu wagt hakykaty getirdiň (aýtdyň)» diýdiler we dessine ony (tapyp) damagyny çaldylar. Olar tasdanam (ol emri) ýerine ýetirmän goýupdylar.",(مۇسا) ئولارا: «ئول (الله): «ئول (سیگیر) ھەنیز (بویۇنتیریک داکیلیپ) یەر سۈرۈپ، ئەکین سۇواریپ ھورلۇک گۆرمەدیک، ھیچ ھیلی کەمچیلیگی بولمادیک، رەڭکیندە ھیچ تەگمیلی بولمادیک بیر سیگیر (بولسۇن)» دیییەر» دییدی۔ ئولار: «سەن شۇ واگت ھاکیکاتی گەتیردیڭ (ایتدیڭ)» دییدیلەر وە دەسسینە ئونی (تاپیپ) داماگینی چالدیلار۔ ئولار تاسدانام (ئول ئەمری) یەرینە یەتیرمەن گویۇپدیلار۔,OK,True
2,Bakara,72,"Siz (bir wagt) bir adam öldüripdiňiz, (soň hem) onuň (ganhorynyň kimdigi) barada öz araňyzda düşünişmezlik (bolupdy). Alla siziň gizleýän zatlaryňyzy ýüze çykarar.",سیز (بیر واگت) بیر ادام ئۆلدۈریپدیڭیز، (سوڭ ھەم) ئونۇڭ (گانھورینیڭ کیمدیگی) بارادا ئۆز اراڭیزدا دۈشۈنیشمەزلیک (بولۇپدی)۔ الله سیزیڭ گیزلەیەن زاتلاریڭیزی یۈزە چیکارار۔,OK,True
2,Bakara,73,"Biz (size): «Onuň (öldürilen sygryň) bir bölek (eti) bilen ony (öldürilen adamy) uruň» diýdik. Ine, siziň akylyňyza aýlanmagyňyz üçin, Alla ölüleri şeýdip direldýär we size öz alamatlaryny (gudratlaryny) görkezýär.",بیز (سیزە): «ئونۇڭ (ئۆلدۈریلەن سیگریڭ) بیر بۆلەک (ئەتی) بیلەن ئونی (ئۆلدۈریلەن ادامی) ئۇرۇڭ» دییدیک۔ ئینە، سیزیڭ اکیلیڭیزا ایلانماگیڭیز ئۈچین، الله ئۆلۈلەری شەیدیپ دیرەلدیەر وە سیزە ئۆز الاماتلارینی (گۇدراتلارینی) گۆرکەزیەر۔,OK,True
2,Bakara,74,"Emma mundan soň siziň kalplaryňyz ýene-de daş ýaly, hatda ondan hem has beter gatylaşdy. Takyk, käbir daşlaryň aşagyndan derýalar (çeşmeden) gaýnap çykýar, käbirleriniň içinden ýarylyp suw çykýar. Käbir daşlar bolsa, Alladan gorkusyna, ýere togalanyp düşýär. Alla siziň edýän işleriňizden gapyl däldir.",ئەمما مۇندان سوڭ سیزیڭ کالپلاریڭیز یەنە-دە داش یالی، ھاتدا ئوندان ھەم ھاس بەتەر گاتیلاشدی۔ تاکیک، کەبیر داشلاریڭ اشاگیندان دەریالار (چەشمەدەن) گایناپ چیکیار، کەبیرلەرینیڭ ئیچیندەن یاریلیپ سۇو چیکیار۔ کەبیر داشلار بولسا، الله‌دان گورکۇسینا، یەرە توگالانیپ دۈشیەر۔ الله سیزیڭ ئەدیەن ئیشلەریڭیزدەن گاپیل دەلدیر۔,OK,True
2,Bakara,75,"(Eý, möminler!) Indi olar size iman getirer öýdüp pikir edýärsiňizmi? Olardan bir topar Allanyň sözüni eşidip, oňa mazaly göz ýetirip, onuň (hakykatdygyny) bilseler hem ony üýtgetdiler.",(ئەی، مۆمینلەر!) ئیندی ئولار سیزە ئیمان گەتیرەر ئۆیدۈپ پیکیر ئەدیەرسیڭیزمی؟ ئولاردان بیر توپار الله‌ڭ سۆزۈنی ئەشیدیپ، ئوڭا مازالی گۆز یەتیریپ، ئونۇڭ (ھاکیکاتدیگینی) بیلسەلەر ھەم ئونی ئۈیتگەتدیلەر۔,OK,True
2,Bakara,76,"(Ikiýüzlüler) iman getirenler bilen gabatlaşanlarynda: «Biz (hem) iman getirdik» diýýärler. Öz-özleri tenha galanlarynda bolsa, biri-birlerine: «Siz (näme) olara Allanyň (Töwratda) size (Muhammediň gelmelidigi baradaky) beýan eden (zatlaryny) Perwerdigäriňiziň huzurynda ony özüňize (garşy) delil getirmekleri üçin aýdýarsyňyzmy? Siz bu barada pikir etmeýärsiňizmi?» diýýärler.",(ئیکییۈزلۈلەر) ئیمان گەتیرەنلەر بیلەن گاباتلاشانلاریندا: «بیز (ھەم) ئیمان گەتیردیک» دیییەرلەر۔ ئۆز-ئۆزلەری تەنھا گالانلاریندا بولسا، بیری-بیرلەرینە: «سیز (نەمە) ئولارا الله‌ڭ (تۆوراتدا) سیزە (مۇھاممەدیڭ گەلمەلیدیگی باراداکی) بەیان ئەدەن (زاتلارینی) پەروەردیگەریڭیزیڭ ھۇزۇریندا ئونی ئۆزۈڭیزە (گارشی) دەلیل گەتیرمەکلەری ئۈچین ایدیارسیڭیزمی؟ سیز بۇ بارادا پیکیر ئەتمەیەرسیڭیزمی؟» دیییەرلەر۔,OK,True
2,Bakara,77,Olar özleriniň ýaşyryn we äşgär edýän zatlaryny Allanyň bilýändigini bilmeýärlermi?,ئولار ئۆزلەرینیڭ یاشیرین وە ئەشگەر ئەدیەن زاتلارینی الله‌ڭ بیلیەندیگینی بیلمەیەرلەرمی؟,OK,True
2,Bakara,78,Olaryň arasynda kitaby (Töwraty) bilmeýän bisowatlar bar. Olaryň bar bilýän zatlary diňe eşiden boş gürrüňleridir. Olar diňe güman edýärler.,ئولاریڭ اراسیندا کیتابی (تۆوراتی) بیلمەیەن بیسوواتلار بار۔ ئولاریڭ بار بیلیەن زاتلاری دیڭە ئەشیدەن بوش گۈررۈڭلەریدیر۔ ئولار دیڭە گۈمان ئەدیەرلەر۔,OK,True
2,Bakara,79,"Öz elleri bilen kitap ýazyp, soň hem ony az-owlak pula satmak üçin: «Bu Alladan gelen (zat)» diýýänlere haýp bolsun! Öz elleri bilen ýazandyklary sebäpli, olara haýp bolsun! Olara gazanan zatlary üçin hem haýp bolsun!",ئۆز ئەللەری بیلەن کیتاپ یازیپ، سوڭ ھەم ئونی از-ئوولاک پۇلا ساتماک ئۈچین: «بۇ الله‌دان گەلەن (زات)» دیییەنلەرە ھایپ بولسۇن! ئۆز ئەللەری بیلەن یازاندیکلاری سەبەپلی، ئولارا ھایپ بولسۇن! ئولارا گازانان زاتلاری ئۈچین ھەم ھایپ بولسۇن!,OK,True
